timme,kurs
16.0,1387.5
17.0,1389.5
10.0,1382.75
11.0,1380.0
12.0,1381.5
13.0,1381.25
14.0,1378.75
15.0,1378.25
16.0,1370.0
17.0,1378.75
10.0,1354.5
11.0,1355.25
12.0,1359.0
13.0,1358.5
14.0,1353.0
15.0,1351.5
16.0,1354.75
17.0,1356.25
10.0,1362.5
11.0,1360.75
12.0,1357.25
13.0,1353.0
14.0,1350.5
15.0,1351.5
16.0,1352.0
17.0,1345.5
10.0,1337.75
11.0,1338.5
12.0,1338.75
13.0,1342.0
14.0,1345.25
15.0,1349.25
16.0,1343.5
17.0,1345.75
10.0,1353.25
11.0,1355.25
12.0,1363.25
13.0,1365.5
14.0,1369.5
15.0,1374.25
16.0,1371.25
17.0,1369.0
10.0,1398.25
11.0,1397.75
12.0,1402.0
13.0,1402.75
14.0,1407.75
15.0,1408.0
16.0,1403.25
17.0,1405.25
10.0,1431.0
11.0,1436.0
12.0,1437.25
13.0,1435.0
14.0,1433.0
15.0,1428.25
16.0,1431.0
17.0,1434.5
10.0,1434.0
11.0,1433.75
12.0,1430.5
13.0,1432.25
14.0,1433.25
15.0,1433.5
16.0,1434.75
17.0,1435.0
10.0,1431.25
11.0,1429.5
12.0,1429.75
13.0,1429.25
14.0,1427.75
15.0,1426.25
16.0,1425.75
17.0,1425.75
10.0,1443.25
11.0,1447.25
12.0,1458.25
13.0,1460.0
14.0,1459.5
15.0,1453.5
16.0,1455.25
17.0,1457.0
10.0,1462.0
11.0,1458.0
12.0,1457.25
13.0,1464.0
14.0,1466.0
15.0,1464.5
16.0,1463.75
17.0,1459.0
10.0,1469.0
11.0,1477.0
12.0,1477.75
13.0,1477.25
14.0,1476.75
15.0,1477.5
16.0,1475.5
17.0,1473.25
10.0,1474.0
11.0,1474.75
12.0,1474.75
13.0,1474.5
14.0,1474.25
15.0,1472.5
16.0,1469.0
17.0,1463.5
10.0,1453.0
11.0,1453.0
12.0,1451.75
13.0,1452.5
14.0,1449.75
15.0,1448.25
16.0,1450.5
17.0,1449.0
10.0,1454.0
11.0,1447.25
12.0,1446.5
13.0,1446.75
14.0,1445.75
15.0,1444.75
16.0,1441.25
17.0,1444.5
10.0,1440.75
11.0,1448.0
12.0,1446.75
13.0,1445.25
14.0,1445.5
15.0,1441.75
16.0,1444.5
17.0,1434.5
10.0,1416.5
11.0,1425.0
12.0,1419.0
13.0,1417.75
14.0,1414.75
15.0,1414.5
16.0,1411.25
17.0,1405.75
10.0,1406.75
11.0,1410.25
12.0,1416.25
13.0,1415.0
14.0,1416.0
15.0,1414.25
16.0,1410.5
17.0,1411.0
10.0,1419.25
11.0,1415.75
12.0,1412.5
13.0,1410.0
14.0,1410.0
15.0,1408.5
16.0,1413.75
17.0,1416.5
10.0,1423.25
11.0,1425.75
12.0,1430.5
13.0,1430.0
14.0,1428.25
15.0,1427.5
16.0,1417.0
17.0,1423.25
10.0,1429.75
11.0,1430.75
12.0,1425.75
13.0,1427.25
14.0,1427.25
15.0,1429.0
16.0,1424.75
17.0,1434.5
10.0,1443.25
11.0,1441.5
12.0,1439.25
13.0,1441.0
14.0,1440.5
15.0,1441.5
16.0,1442.25
17.0,1439.0
10.0,1431.25
11.0,1435.75
12.0,1436.75
13.0,1433.5
14.0,1433.5
15.0,1432.0
16.0,1433.75
17.0,1433.25
10.0,1447.25
11.0,1447.0
12.0,1446.25
13.0,1449.5
14.0,1449.5
15.0,1448.25
16.0,1448.25
17.0,1448.75
10.0,1444.25
11.0,1445.5
12.0,1446.0
13.0,1445.5
14.0,1447.5
15.0,1449.0
16.0,1444.75
17.0,1448.5
10.0,1440.0
11.0,1444.0
12.0,1444.25
13.0,1444.75
14.0,1442.0
15.0,1443.25
16.0,1442.0
17.0,1440.0
10.0,1439.5
11.0,1438.75
12.0,1440.5
13.0,1445.0
14.0,1449.0
15.0,1451.5
16.0,1456.25
17.0,1458.25
10.0,1454.25
11.0,1453.25
12.0,1445.25
13.0,1447.5
14.0,1446.25
15.0,1436.75
16.0,1439.0
17.0,1440.25
10.0,1410.75
11.0,1401.75
12.0,1410.25
13.0,1410.5
14.0,1408.5
15.0,1407.25
16.0,1405.5
17.0,1396.75
10.0,1415.5
11.0,1419.5
12.0,1419.0
13.0,1420.0
14.0,1419.5
15.0,1414.25
16.0,1416.25
17.0,1418.0
10.0,1419.25
11.0,1413.25
12.0,1413.25
13.0,1410.0
14.0,1408.75
15.0,1408.0
16.0,1411.25
17.0,1412.25
10.0,1417.0
11.0,1413.0
12.0,1415.75
13.0,1414.0
14.0,1415.25
15.0,1402.5
16.0,1408.0
17.0,1415.75
10.0,1408.25
11.0,1408.5
12.0,1409.5
13.0,1410.25
14.0,1408.0
15.0,1411.75
16.0,1410.0
17.0,1410.75
10.0,1391.0
11.0,1385.25
12.0,1389.5
13.0,1391.75
14.0,1388.25
15.0,1389.5
16.0,1385.5
17.0,1379.5
10.0,1371.0
11.0,1365.25
12.0,1371.25
13.0,1364.0
14.0,1370.25
15.0,1372.75
16.0,1363.75
17.0,1359.5
10.0,1342.25
11.0,1349.75
12.0,1350.5
13.0,1345.75
14.0,1346.0
15.0,1339.25
16.0,1337.5
17.0,1330.25
10.0,1291.5
11.0,1287.75
12.0,1287.5
13.0,1282.0
14.0,1259.25
15.0,1259.25
16.0,1233.0
17.0,1268.0
10.0,1286.25
11.0,1290.25
12.0,1291.0
13.0,1304.0
14.0,1304.0
15.0,1305.75
16.0,1301.25
17.0,1300.0
10.0,1280.0
11.0,1281.0
12.0,1284.25
13.0,1292.5
14.0,1300.0
15.0,1310.25
16.0,1304.75
17.0,1289.25
10.0,1315.0
11.0,1320.75
12.0,1321.25
13.0,1320.75
14.0,1320.75
15.0,1324.75
16.0,1319.5
17.0,1326.25
10.0,1319.25
11.0,1320.0
12.0,1324.75
13.0,1317.75
14.0,1318.5
15.0,1322.75
16.0,1324.75
17.0,1326.25
10.0,1319.5
11.0,1315.5
12.0,1323.25
13.0,1324.5
14.0,1326.5
15.0,1322.25
16.0,1321.5
17.0,1321.0
10.0,1297.25
11.0,1294.25
12.0,1296.75
13.0,1301.0
14.0,1297.25
15.0,1287.25
16.0,1291.25
17.0,1288.75
10.0,1299.75
11.0,1293.0
12.0,1292.0
13.0,1293.5
14.0,1294.75
15.0,1299.0
16.0,1299.25
17.0,1293.25
10.0,1310.75
11.0,1312.75
12.0,1312.25
13.0,1309.5
14.0,1308.5
15.0,1317.0
16.0,1314.5
17.0,1327.5
10.0,1300.75
11.0,1297.0
12.0,1297.5
13.0,1293.5
14.0,1296.75
15.0,1290.5
16.0,1290.75
17.0,1287.5
10.0,1297.75
11.0,1293.25
12.0,1294.5
13.0,1291.25
14.0,1292.0
15.0,1292.75
16.0,1290.75
17.0,1291.25
10.0,1313.75
11.0,1313.0
12.0,1318.75
13.0,1322.0
14.0,1320.25
15.0,1318.75
16.0,1315.25
17.0,1312.5
10.0,1347.0
11.0,1342.25
12.0,1343.0
13.0,1345.0
14.0,1346.0
15.0,1347.5
16.0,1342.0
17.0,1331.25
10.0,1323.5
11.0,1319.5
12.0,1325.5
13.0,1320.0
14.0,1314.25
15.0,1316.25
16.0,1315.5
17.0,1321.25
10.0,1315.0
11.0,1309.0
12.0,1313.75
13.0,1311.25
14.0,1315.5
15.0,1310.75
16.0,1312.25
17.0,1312.25
10.0,1305.25
11.0,1298.75
12.0,1300.75
13.0,1298.5
14.0,1293.75
15.0,1293.25
16.0,1286.75
17.0,1295.0
10.0,1287.5
11.0,1279.75
12.0,1277.5
13.0,1285.0
14.0,1282.75
15.0,1284.0
16.0,1288.75
17.0,1297.5
10.0,1311.5
11.0,1308.5
12.0,1305.75
13.0,1307.0
14.0,1309.75
15.0,1306.25
16.0,1305.0
17.0,1303.25
10.0,1310.5
11.0,1309.0
12.0,1308.0
13.0,1307.25
14.0,1305.5
15.0,1306.0
16.0,1306.5
17.0,1312.0
10.0,1293.5
11.0,1285.75
12.0,1281.0
13.0,1280.75
14.0,1276.5
15.0,1278.5
16.0,1273.0
17.0,1283.75
10.0,1275.5
11.0,1281.25
12.0,1279.5
13.0,1281.25
14.0,1288.75
15.0,1287.75
16.0,1282.25
17.0,1288.25
10.0,1272.0
11.0,1265.75
12.0,1259.5
13.0,1260.25
14.0,1256.25
15.0,1251.0
16.0,1258.75
17.0,1253.25
10.0,1252.25
11.0,1255.0
12.0,1251.25
13.0,1251.5
14.0,1250.0
15.0,1255.25
16.0,1248.0
17.0,1251.75
10.0,1238.0
11.0,1238.25
12.0,1232.25
13.0,1223.25
14.0,1223.75
15.0,1218.75
16.0,1207.5
17.0,1206.0
10.0,1232.25
11.0,1241.5
12.0,1244.75
13.0,1240.5
14.0,1241.75
15.0,1242.75
16.0,1237.75
17.0,1243.25
10.0,1232.75
11.0,1231.0
12.0,1228.75
13.0,1226.75
14.0,1224.75
15.0,1227.25
16.0,1221.5
17.0,1218.0
10.0,1205.25
11.0,1218.75
12.0,1219.0
13.0,1223.75
14.0,1218.0
15.0,1218.5
16.0,1212.75
17.0,1216.0
10.0,1234.25
11.0,1237.75
12.0,1241.5
13.0,1248.0
14.0,1244.0
15.0,1242.5
16.0,1238.75
17.0,1240.0
10.0,1258.75
11.0,1256.75
12.0,1254.0
13.0,1250.0
14.0,1244.5
15.0,1242.0
16.0,1232.75
17.0,1225.0
10.0,1240.5
11.0,1247.0
12.0,1253.25
13.0,1250.0
14.0,1245.5
15.0,1232.25
16.0,1225.0
17.0,1239.0
10.0,1264.25
11.0,1264.0
12.0,1268.75
13.0,1272.25
14.0,1271.0
15.0,1271.0
16.0,1273.25
17.0,1276.0
10.0,1267.5
11.0,1278.0
12.0,1275.5
13.0,1275.25
14.0,1274.25
15.0,1278.5
16.0,1287.25
17.0,1278.25
10.0,1289.5
11.0,1292.75
12.0,1287.5
13.0,1284.0
14.0,1286.75
15.0,1288.25
16.0,1291.25
17.0,1286.0
10.0,1275.5
11.0,1274.75
12.0,1278.25
13.0,1280.25
14.0,1282.0
15.0,1280.5
16.0,1286.0
17.0,1284.0
10.0,1300.5
11.0,1303.25
12.0,1304.75
13.0,1306.75
14.0,1312.75
15.0,1312.0
16.0,1307.5
17.0,1307.75
10.0,1322.75
11.0,1315.25
12.0,1314.25
13.0,1311.25
14.0,1310.75
15.0,1304.75
16.0,1301.0
17.0,1297.0
10.0,1290.25
11.0,1292.75
12.0,1284.75
13.0,1288.25
14.0,1283.0
15.0,1279.75
16.0,1285.0
17.0,1290.5
10.0,1272.5
11.0,1271.5
12.0,1273.25
13.0,1270.75
14.0,1276.0
15.0,1271.5
16.0,1277.75
17.0,1269.75
10.0,1274.5
11.0,1270.5
12.0,1268.75
13.0,1270.25
14.0,1270.5
15.0,1273.25
16.0,1271.5
17.0,1277.75
10.0,1289.25
11.0,1292.5
12.0,1292.5
13.0,1278.5
14.0,1275.5
15.0,1273.75
16.0,1275.5
17.0,1274.0
10.0,1289.0
11.0,1288.25
12.0,1287.5
13.0,1289.0
14.0,1285.25
15.0,1282.0
16.0,1284.25
17.0,1284.25
10.0,1290.75
11.0,1279.0
12.0,1280.0
13.0,1280.0
14.0,1286.0
15.0,1286.0
16.0,1290.5
17.0,1295.0
10.0,1276.75
11.0,1273.5
12.0,1279.5
13.0,1279.75
14.0,1281.25
15.0,1281.75
16.0,1284.5
17.0,1277.5
10.0,1267.0
11.0,1265.25
12.0,1268.0
13.0,1271.75
14.0,1269.5
15.0,1284.25
16.0,1297.5
17.0,1308.25
10.0,1320.0
11.0,1315.0
12.0,1323.25
13.0,1325.5
14.0,1337.25
15.0,1338.25
16.0,1336.5
17.0,1334.5
10.0,1329.75
11.0,1337.75
12.0,1334.25
13.0,1332.5
14.0,1334.75
15.0,1336.25
16.0,1327.75
17.0,1328.75
10.0,1326.75
11.0,1326.0
12.0,1318.5
13.0,1319.25
14.0,1316.0
15.0,1317.25
16.0,1315.75
17.0,1311.25
10.0,1323.0
11.0,1318.75
12.0,1315.75
13.0,1316.0
14.0,1311.5
15.0,1317.25
16.0,1321.25
17.0,1323.75
10.0,1317.25
11.0,1314.75
12.0,1318.0
13.0,1312.5
14.0,1315.75
15.0,1319.75
16.0,1317.5
17.0,1317.75
10.0,1324.25
11.0,1329.75
12.0,1331.25
13.0,1333.75
14.0,1330.25
15.0,1328.25
16.0,1334.75
17.0,1330.0
10.0,1330.25
11.0,1328.25
12.0,1329.5
13.0,1329.75
14.0,1328.0
15.0,1328.25
16.0,1333.25
17.0,1333.25
10.0,1349.75
11.0,1349.0
12.0,1350.5
13.0,1354.0
14.0,1356.0
15.0,1354.75
16.0,1355.75
17.0,1358.0
10.0,1353.5
11.0,1353.75
12.0,1354.5
13.0,1353.5
14.0,1358.25
15.0,1357.25
16.0,1357.75
17.0,1349.75
10.0,1346.0
11.0,1345.5
12.0,1346.0
13.0,1345.75
14.0,1343.75
15.0,1353.5
16.0,1352.25
17.0,1354.0
10.0,1358.5
11.0,1359.0
12.0,1358.25
13.0,1357.25
14.0,1354.25
15.0,1352.5
16.0,1353.5
17.0,1344.25
10.0,1329.75
11.0,1321.75
12.0,1316.25
13.0,1319.75
14.0,1319.0
15.0,1324.5
16.0,1322.75
17.0,1329.25
10.0,1341.5
11.0,1339.75
12.0,1334.0
13.0,1340.75
14.0,1341.0
15.0,1344.25
16.0,1338.5
17.0,1337.5
10.0,1334.5
11.0,1332.0
12.0,1331.5
13.0,1329.5
14.0,1325.75
15.0,1322.75
16.0,1318.0
17.0,1319.75
10.0,1311.0
11.0,1307.5
12.0,1302.75
13.0,1300.25
14.0,1302.0
15.0,1305.75
16.0,1302.5
17.0,1306.5
10.0,1296.75
11.0,1304.5
12.0,1307.5
13.0,1308.75
14.0,1304.25
15.0,1300.0
16.0,1308.0
17.0,1305.75
10.0,1327.25
11.0,1333.5
12.0,1333.0
13.0,1334.75
14.0,1333.75
15.0,1338.0
16.0,1335.25
17.0,1337.25
10.0,1336.0
11.0,1335.5
12.0,1333.5
13.0,1340.25
14.0,1338.75
15.0,1341.25
16.0,1337.0
17.0,1340.0
10.0,1354.5
11.0,1357.75
12.0,1355.5
13.0,1353.25
14.0,1351.5
15.0,1347.25
16.0,1347.25
17.0,1335.25
10.0,1343.75
11.0,1339.75
12.0,1340.25
13.0,1343.0
14.0,1343.0
15.0,1343.0
16.0,1341.5
17.0,1346.0
10.0,1320.75
11.0,1327.25
12.0,1324.5
13.0,1323.5
14.0,1319.0
15.0,1316.25
16.0,1322.0
17.0,1314.25
10.0,1319.25
11.0,1328.5
12.0,1328.5
13.0,1328.75
14.0,1329.25
15.0,1333.0
16.0,1332.25
17.0,1333.5
10.0,1338.0
11.0,1340.75
12.0,1342.25
13.0,1345.0
14.0,1346.5
15.0,1347.75
16.0,1349.75
17.0,1350.0
10.0,1343.75
11.0,1347.0
12.0,1352.75
13.0,1351.75
14.0,1354.75
15.0,1350.75
16.0,1352.25
17.0,1349.25
10.0,1350.75
11.0,1355.0
12.0,1361.25
13.0,1364.0
14.0,1364.0
15.0,1363.5
16.0,1359.75
17.0,1367.0
10.0,1366.25
11.0,1368.0
12.0,1369.0
13.0,1365.25
14.0,1366.75
15.0,1367.75
16.0,1362.0
17.0,1357.0
10.0,1360.5
11.0,1359.0
12.0,1360.5
13.0,1359.25
14.0,1353.25
15.0,1354.0
16.0,1365.0
17.0,1365.25
10.0,1366.5
11.0,1367.0
12.0,1369.5
13.0,1369.5
14.0,1366.75
15.0,1356.5
16.0,1341.75
17.0,1334.25
10.0,1317.25
11.0,1313.25
12.0,1315.0
13.0,1315.25
14.0,1316.25
15.0,1310.0
16.0,1311.25
17.0,1315.25
10.0,1327.25
11.0,1327.5
12.0,1330.0
13.0,1331.0
14.0,1330.5
15.0,1325.75
16.0,1326.5
17.0,1324.25
10.0,1307.75
11.0,1301.75
12.0,1300.75
13.0,1295.25
14.0,1288.25
15.0,1284.5
16.0,1283.75
17.0,1288.25
10.0,1273.5
11.0,1270.25
12.0,1266.0
13.0,1269.0
14.0,1260.75
15.0,1257.5
16.0,1269.25
17.0,1277.75
10.0,1265.5
11.0,1266.5
12.0,1269.25
13.0,1262.75
14.0,1263.75
15.0,1259.0
16.0,1256.75
17.0,1264.75
10.0,1246.25
11.0,1254.75
12.0,1240.5
13.0,1235.75
14.0,1237.0
15.0,1243.0
16.0,1228.75
17.0,1231.0
10.0,1237.75
11.0,1242.0
12.0,1240.75
13.0,1229.75
14.0,1225.25
15.0,1230.5
16.0,1239.0
17.0,1228.75
10.0,1239.75
11.0,1239.0
12.0,1240.5
13.0,1243.5
14.0,1239.75
15.0,1247.0
16.0,1252.0
17.0,1254.0
10.0,1247.75
11.0,1259.0
12.0,1263.25
13.0,1262.25
14.0,1262.75
15.0,1264.25
16.0,1264.5
17.0,1254.5
10.0,1284.25
11.0,1287.0
12.0,1283.0
13.0,1283.5
14.0,1282.0
15.0,1283.25
16.0,1274.0
17.0,1268.25
10.0,1254.25
11.0,1257.0
12.0,1255.25
13.0,1246.25
14.0,1245.0
15.0,1248.0
16.0,1250.25
17.0,1250.5
10.0,1268.5
11.0,1268.0
12.0,1265.25
13.0,1262.0
14.0,1260.0
15.0,1261.75
16.0,1259.25
17.0,1251.75
10.0,1237.75
11.0,1239.5
12.0,1245.75
13.0,1242.0
14.0,1247.0
15.0,1246.25
16.0,1244.5
17.0,1241.25
10.0,1258.75
11.0,1266.75
12.0,1262.75
13.0,1264.75
14.0,1266.25
15.0,1266.5
16.0,1266.25
17.0,1271.0
10.0,1269.0
11.0,1271.25
12.0,1269.5
13.0,1265.0
14.0,1260.0
15.0,1262.75
16.0,1265.0
17.0,1261.0
10.0,1273.0
11.0,1273.25
12.0,1271.75
13.0,1270.5
14.0,1273.5
15.0,1277.25
16.0,1276.0
17.0,1274.75
10.0,1272.0
11.0,1275.25
12.0,1276.5
13.0,1277.75
14.0,1275.75
15.0,1274.0
16.0,1271.75
17.0,1275.0
10.0,1230.0
11.0,1228.25
12.0,1232.0
13.0,1224.25
14.0,1231.25
15.0,1232.25
16.0,1231.25
17.0,1227.25
10.0,1154.25
11.0,1163.0
12.0,1172.25
13.0,1169.0
14.0,1173.75
15.0,1176.0
16.0,1184.5
17.0,1192.75
10.0,1201.75
11.0,1201.5
12.0,1196.0
13.0,1188.25
14.0,1194.25
15.0,1198.25
16.0,1188.75
17.0,1179.25
10.0,1185.5
11.0,1183.25
12.0,1173.0
13.0,1178.5
14.0,1178.5
15.0,1182.5
16.0,1178.75
17.0,1177.75
10.0,1175.25
11.0,1184.75
12.0,1192.5
13.0,1190.5
14.0,1192.25
15.0,1192.0
16.0,1190.0
17.0,1183.0
10.0,1201.0
11.0,1197.75
12.0,1199.25
13.0,1196.5
14.0,1196.75
15.0,1199.25
16.0,1194.5
17.0,1189.0
10.0,1158.25
11.0,1161.25
12.0,1157.25
13.0,1158.5
14.0,1163.75
15.0,1164.75
16.0,1156.75
17.0,1169.25
10.0,1160.0
11.0,1158.25
12.0,1148.5
13.0,1148.0
14.0,1149.5
15.0,1135.0
16.0,1131.0
17.0,1135.25
10.0,1144.25
11.0,1135.0
12.0,1143.25
13.0,1139.5
14.0,1134.25
15.0,1132.25
16.0,1134.75
17.0,1138.0
10.0,1155.25
11.0,1157.25
12.0,1164.5
13.0,1167.25
14.0,1164.0
15.0,1162.0
16.0,1158.5
17.0,1155.5
10.0,1126.25
11.0,1126.25
12.0,1124.0
13.0,1125.75
14.0,1124.75
15.0,1131.5
16.0,1125.0
17.0,1115.0
10.0,1115.5
11.0,1120.0
12.0,1126.0
13.0,1123.75
14.0,1126.25
15.0,1135.5
16.0,1120.0
17.0,1131.25
10.0,1171.5
11.0,1176.0
12.0,1178.0
13.0,1183.75
14.0,1185.25
15.0,1181.25
16.0,1188.75
17.0,1182.5
10.0,1176.5
11.0,1183.0
12.0,1184.0
13.0,1184.25
14.0,1185.75
15.0,1177.0
16.0,1178.0
17.0,1178.5
10.0,1163.5
11.0,1169.5
12.0,1177.5
13.0,1182.75
14.0,1183.75
15.0,1187.0
16.0,1190.75
17.0,1197.0
10.0,1194.25
11.0,1186.25
12.0,1183.25
13.0,1181.0
14.0,1183.5
15.0,1185.5
16.0,1186.25
17.0,1190.0
10.0,1189.0
11.0,1185.5
12.0,1177.25
13.0,1161.25
14.0,1168.75
15.0,1170.25
16.0,1172.75
17.0,1159.0
10.0,1170.25
11.0,1170.5
12.0,1166.75
13.0,1171.5
14.0,1173.5
15.0,1172.75
16.0,1178.75
17.0,1176.0
10.0,1182.25
11.0,1173.0
12.0,1176.5
13.0,1173.25
14.0,1170.0
15.0,1168.0
16.0,1166.75
17.0,1174.25
10.0,1148.5
11.0,1150.5
12.0,1151.5
13.0,1152.25
14.0,1156.0
15.0,1151.75
16.0,1145.5
17.0,1145.25
10.0,1156.25
11.0,1142.0
12.0,1142.25
13.0,1146.5
14.0,1141.25
15.0,1146.0
16.0,1143.75
17.0,1130.25
10.0,1150.0
11.0,1152.0
12.0,1152.5
13.0,1150.75
14.0,1149.25
15.0,1135.25
16.0,1143.75
17.0,1160.25
10.0,1153.5
11.0,1165.0
12.0,1167.5
13.0,1166.5
14.0,1167.25
15.0,1163.5
16.0,1166.25
17.0,1161.25
10.0,1151.5
11.0,1127.5
12.0,1127.25
13.0,1128.5
14.0,1120.25
15.0,1125.75
16.0,1118.0
17.0,1106.75
10.0,1107.5
11.0,1102.75
12.0,1106.75
13.0,1100.0
14.0,1087.0
15.0,1081.5
16.0,1088.5
17.0,1086.0
10.0,1112.0
11.0,1119.5
12.0,1126.25
13.0,1124.0
14.0,1127.0
15.0,1123.25
16.0,1124.5
17.0,1125.75
10.0,1087.0
11.0,1087.25
12.0,1090.0
13.0,1077.0
14.0,1079.5
15.0,1080.75
16.0,1088.5
17.0,1078.25
10.0,1097.0
11.0,1098.0
12.0,1095.25
13.0,1100.75
14.0,1099.0
15.0,1101.5
16.0,1100.0
17.0,1101.5
10.0,1147.25
11.0,1151.5
12.0,1153.75
13.0,1154.0
14.0,1155.0
15.0,1154.25
16.0,1154.25
17.0,1156.75
10.0,1168.5
11.0,1158.75
12.0,1156.25
13.0,1161.25
14.0,1162.75
15.0,1155.0
16.0,1153.0
17.0,1151.75
10.0,1171.0
11.0,1183.5
12.0,1181.75
13.0,1183.25
14.0,1187.0
15.0,1187.25
16.0,1189.75
17.0,1197.0
10.0,1189.25
11.0,1194.75
12.0,1199.75
13.0,1202.0
14.0,1201.75
15.0,1201.5
16.0,1197.75
17.0,1194.5
10.0,1196.25
11.0,1193.75
12.0,1184.0
13.0,1178.25
14.0,1185.5
15.0,1178.25
16.0,1181.25
17.0,1177.75
10.0,1202.25
11.0,1206.75
12.0,1207.5
13.0,1207.75
14.0,1205.0
15.0,1208.0
16.0,1207.5
17.0,1209.25
10.0,1209.25
11.0,1204.25
12.0,1203.75
13.0,1205.75
14.0,1205.75
15.0,1206.75
16.0,1204.5
17.0,1195.75
10.0,1183.0
11.0,1175.0
12.0,1167.75
13.0,1166.5
14.0,1167.0
15.0,1170.25
16.0,1158.0
17.0,1159.0
10.0,1164.0
11.0,1169.75
12.0,1172.5
13.0,1178.75
14.0,1180.75
15.0,1180.75
16.0,1177.0
17.0,1183.0
10.0,1200.75
11.0,1204.25
12.0,1202.0
13.0,1193.75
14.0,1193.5
15.0,1199.0
16.0,1198.25
17.0,1199.5
10.0,1175.25
11.0,1172.25
12.0,1179.0
13.0,1186.0
14.0,1188.0
15.0,1192.0
16.0,1189.25
17.0,1193.0
10.0,1202.0
11.0,1196.0
12.0,1200.75
13.0,1201.0
14.0,1204.75
15.0,1202.0
16.0,1201.25
17.0,1210.75
10.0,1225.5
11.0,1217.0
12.0,1214.75
13.0,1218.0
14.0,1218.25
15.0,1214.5
16.0,1205.75
17.0,1207.0
10.0,1214.0
11.0,1217.25
12.0,1220.0
13.0,1219.75
14.0,1220.5
15.0,1218.5
16.0,1217.25
17.0,1219.25
10.0,1220.75
11.0,1222.5
12.0,1224.0
13.0,1228.25
14.0,1232.0
